110,99,A ,110
109,98,A ,109
108,96,A ,108
107,94,A ,107
106,92,A ,106
105,90,A ,105
104,88,A ,104
103,86,A ,103
102,84,A ,102
101,80,A ,101
100,78,A ,100
99,76,A ,99
98,72,A ,98
97,70,A ,97
96,66,A ,96
95,62,A ,95
94,58,A ,94
93,54,A ,93
92,48,A ,92
91,42,A ,91
90,36,A ,90
89,28,A ,89
88,20,A ,88
87,12,A ,87
86,4,A ,86
85,-4,A ,85
84,-12,A ,84
83,-20,A ,83
82,-26,A ,82
81,-28,A ,81
80,-38,A ,80
79,-44,A ,79
78,-50,A ,78
77,-54,A ,77
76,-60,A ,76
75,-64,A ,75
74,-70,A ,74
73,-74,A ,73
72,-78,A ,72
71,-84,A ,71
70,-88,A ,70
69,-90,A ,69
68,-92,A ,68
67,-94,A ,67
66,-95,A ,66
65,-96,A ,65
64,-97,A ,64
63,-98,A ,63
62,-99,A ,62
61,-99,A ,61
60,-99,A ,60
59,-100,A ,59
58,-100,A ,58
57,-100,A ,57
56,-100,A ,56
55,-100,A ,55
54,-100,A ,54
53,-100,A ,53
52,-100,A ,52
51,-100,A ,51
50,-100,A ,50
49,-100,A ,49
48,-100,A ,48
47,-100,A ,47
46,-100,A ,46
45,-100,A ,45
44,-100,A ,44
43,-100,A ,43
42,-100,A ,42
41,-100,A ,41
40,-100,A ,40
39,-100,A ,39
38,-100,A ,38
37,-100,A ,37
36,-100,A ,36
35,-100,A ,35
34,-100,A ,34
33,-100,A ,33
32,-100,A ,32
31,-100,A ,31
30,-100,A ,30
29,-100,A ,29
28,-100,A ,28
27,-100,A ,27
26,-100,A ,26
25,-100,A ,25
24,-100,A ,24
23,-100,A ,23
22,-100,A ,22
21,-100,A ,21
20,-100,A ,20
19,-100,A ,19
18,-100,A ,18
17,-100,A ,17
16,-100,A ,16
15,-100,A ,15
14,-100,A ,14
13,-100,A ,13
12,-100,A ,12
11,-100,A ,11
10,-100,A ,10
9,-100,A ,9
8,-100,A ,8
7,-100,A ,7
6,-100,A ,6
5,-100,A ,5
4,-100,A ,4
3,-100,A ,3
2,-100,A ,2
1,-100,A ,1
0,-100,A ,0
111,98,B,111
110,92,B,110
109,86,B,109
108,80,B,108
107,74,B,107
106,68,B,106
105,62,B,105
104,54,B,104
103,46,B,103
102,38,B,102
101,30,B,101
100,20,B,100
99,10,B,99
98,2,B,98
97,-4,B,97
96,-10,B,96
95,-16,B,95
94,-22,B,94
93,-28,B,93
92,-32,B,92
91,-38,B,91
90,-40,B,90
89,-44,B,89
88,-46,B,88
87,-50,B,87
86,-54,B,86
85,-58,B,85
84,-62,B,84
83,-66,B,83
82,-68,B,82
81,-72,B,81
80,-76,B,80
79,-80,B,79
78,-82,B,78
77,-86,B,77
76,-88,B,76
75,-90,B,75
74,-91,B,74
73,-92,B,73
72,-92,B,72
71,-93,B,71
70,-93,B,70
69,-94,B,69
68,-94,B,68
67,-95,B,67
66,-95,B,66
65,-96,B,65
64,-96,B,64
63,-97,B,63
62,-97,B,62
61,-98,B,61
60,-99,B,60
59,-99,B,59
58,-100,B,58
57,-100,B,57
56,-100,B,56
55,-100,B,55
54,-100,B,54
53,-100,B,53
52,-100,B,52
51,-100,B,51
50,-100,B,50
49,-100,B,49
48,-100,B,48
47,-100,B,47
46,-100,B,46
45,-100,B,45
44,-100,B,44
43,-100,B,43
42,-100,B,42
41,-100,B,41
40,-100,B,40
39,-100,B,39
38,-100,B,38
37,-100,B,37
36,-100,B,36
35,-100,B,35
34,-100,B,34
33,-100,B,33
32,-100,B,32
31,-100,B,31
30,-100,B,30
29,-100,B,29
28,-100,B,28
27,-100,B,27
26,-100,B,26
25,-100,B,25
24,-100,B,24
23,-100,B,23
22,-100,B,22
21,-100,B,21
20,-100,B,20
19,-100,B,19
18,-100,B,18
17,-100,B,17
16,-100,B,16
15,-100,B,15
14,-100,B,14
13,-100,B,13
12,-100,B,12
11,-100,B,11
10,-100,B,10
9,-100,B,9
8,-100,B,8
7,-100,B,7
6,-100,B,6
5,-100,B,5
4,-100,B,4
3,-100,B,3
2,-100,B,2
1,-100,B,1
0,-100,B,0
108,98,C,108
107,96,C,107
106,94,C,106
105,92,C,105
104,88,C,104
103,84,C,103
102,80,C,102
101,76,C,101
100,70,C,100
99,64,C,99
98,58,C,98
97,50,C,97
96,44,C,96
95,38,C,95
94,30,C,94
93,24,C,93
92,18,C,92
91,8,C,91
90,6,C,90
89,-2,C,89
88,-8,C,88
87,-14,C,87
86,-20,C,86
85,-26,C,85
84,-30,C,84
83,-36,C,83
82,-42,C,82
81,-48,C,81
80,-54,C,80
79,-60,C,79
78,-66,C,78
77,-70,C,77
76,-76,C,76
75,-82,C,75
74,-86,C,74
73,-90,C,73
72,-91,C,72
71,-92,C,71
70,-93,C,70
69,-94,C,69
68,-95,C,68
67,-96,C,67
66,-96,C,66
65,-97,C,65
64,-97,C,64
63,-98,C,63
62,-98,C,62
61,-99,C,61
60,-99,C,60
59,-100,C,59
58,-100,C,58
57,-100,C,57
56,-100,C,56
55,-100,C,55
54,-100,C,54
53,-100,C,53
52,-100,C,52
51,-100,C,51
50,-100,C,50
49,-100,C,49
48,-100,C,48
47,-100,C,47
46,-100,C,46
45,-100,C,45
44,-100,C,44
43,-100,C,43
42,-100,C,42
41,-100,C,41
40,-100,C,40
39,-100,C,39
38,-100,C,38
37,-100,C,37
36,-100,C,36
35,-100,C,35
34,-100,C,34
33,-100,C,33
32,-100,C,32
31,-100,C,31
30,-100,C,30
29,-100,C,29
28,-100,C,28
27,-100,C,27
